Shift,Name,Move,Stay,Bad,Absent
23.02.13 - 1,Cart 16,0.064514,0.935382,0.000000,0.000104
23.02.13 - 1,Cart 05,0.110069,0.874757,0.015069,0.000104
23.02.13 - 1,Cart 09,0.109687,0.889896,0.000000,0.000417
23.02.13 - 1,Cart 15,0.004931,0.005799,0.897326,0.091944
23.02.13 - 1,Forklift 01,0.179931,0.819965,0.000000,0.000104
23.02.13 - 1,Cart 04,0.346007,0.651701,0.002188,0.000104
23.02.13 - 1,Cart 12,0.061042,0.938854,0.000000,0.000104
23.02.13 - 1,Forklift 17,0.148715,0.851181,0.000000,0.000104
23.02.13 - 1,Pallet truck 07,0.097292,0.902604,0.000000,0.000104
23.02.13 - 1,Cart 10,0.163507,0.836389,0.000000,0.000104
23.02.13 - 1,Pallet truck 03,0.050035,0.949861,0.000000,0.000104
23.02.13 - 1,Forklift 06,0.005660,0.994236,0.000000,0.000104
23.02.13 - 1,Pallet truck 02,0.316146,0.680451,0.003299,0.000104
23.02.13 - 1,Pallet truck 11,0.139549,0.860347,0.000000,0.000104
23.02.13 - 1,Pallet truck 14,0.069757,0.869028,0.000000,0.061215
23.02.13 - 1,Cart 13,0.027500,0.971736,0.000000,0.000764
23.02.13 - 1,Pallet truck 08,0.073056,0.926493,0.000000,0.000451
23.02.13 - 2,Cart 16,0.044826,0.506632,0.000000,0.448542
23.02.13 - 2,Cart 05,0.120208,0.878993,0.000694,0.000104
23.02.13 - 2,Cart 09,0.007049,0.723993,0.000000,0.268958
23.02.13 - 2,Cart 15,0.000000,0.002431,0.997465,0.000104
23.02.13 - 2,Forklift 01,0.070799,0.387604,0.000000,0.541597
23.02.13 - 2,Cart 04,0.137500,0.860451,0.001944,0.000104
23.02.13 - 2,Cart 12,0.039826,0.960069,0.000000,0.000104
23.02.13 - 2,Forklift 17,0.144410,0.716354,0.000347,0.138889
23.02.13 - 2,Pallet truck 07,0.118368,0.881528,0.000000,0.000104
23.02.13 - 2,Cart 10,0.006319,0.720972,0.000000,0.272708
23.02.13 - 2,Pallet truck 03,0.056042,0.943854,0.000000,0.000104
23.02.13 - 2,Forklift 06,0.000000,0.984722,0.000000,0.015278
23.02.13 - 2,Pallet truck 02,0.165278,0.832639,0.001979,0.000104
23.02.13 - 2,Pallet truck 11,0.073646,0.915937,0.000000,0.010417
23.02.13 - 2,Pallet truck 14,0.000000,0.999896,0.000000,0.000104
23.02.13 - 2,Cart 13,0.008715,0.991181,0.000000,0.000104
23.02.13 - 2,Pallet truck 08,0.043333,0.956562,0.000000,0.000104
23.02.13 - 3,Cart 05,0.190938,0.807778,0.001181,0.000104
23.02.13 - 3,Cart 15,0.000000,0.000556,0.075104,0.924340
23.02.13 - 3,Forklift 01,0.033125,0.621354,0.000000,0.345521
23.02.13 - 3,Cart 04,0.341944,0.657604,0.000347,0.000104
23.02.13 - 3,Cart 12,0.021667,0.978229,0.000000,0.000104
23.02.13 - 3,Pallet truck 07,0.002951,0.103160,0.000000,0.893889
23.02.13 - 3,Pallet truck 03,0.042569,0.957326,0.000000,0.000104
23.02.13 - 3,Pallet truck 02,0.211285,0.788229,0.000382,0.000104
23.02.13 - 3,Pallet truck 14,0.034132,0.965764,0.000000,0.000104
23.02.13 - 3,Cart 13,0.012049,0.987847,0.000000,0.000104
23.02.13 - 3,Pallet truck 08,0.009479,0.020521,0.000000,0.970000
23.02.14 - 1,Cart 16,0.053056,0.259028,0.000000,0.687917
23.02.14 - 1,Cart 05,0.124167,0.822292,0.001944,0.051597
23.02.14 - 1,Cart 09,0.025382,0.290903,0.000000,0.683715
23.02.14 - 1,Cart 15,0.032813,0.291701,0.000000,0.675486
23.02.14 - 1,Forklift 01,0.066285,0.284687,0.000000,0.649028
23.02.14 - 1,Cart 04,0.335556,0.530694,0.003299,0.130451
23.02.14 - 1,Cart 12,0.095799,0.746597,0.000000,0.157604
23.02.14 - 1,Forklift 17,0.182708,0.473403,0.000486,0.343403
23.02.14 - 1,Pallet truck 07,0.038785,0.259097,0.000000,0.702118
23.02.14 - 1,Cart 10,0.054062,0.218993,0.000000,0.726944
23.02.14 - 1,Pallet truck 03,0.095208,0.657049,0.000000,0.247743
23.02.14 - 1,Forklift 06,0.126597,0.363785,0.000000,0.509618
23.02.14 - 1,Pallet truck 02,0.362743,0.607778,0.012153,0.017326
23.02.14 - 1,Pallet truck 11,0.042569,0.268437,0.000000,0.688993
23.02.14 - 1,Pallet truck 14,0.088056,0.625451,0.082917,0.203576
23.02.14 - 1,Cart 13,0.076528,0.739826,0.000000,0.183646
23.02.14 - 1,Pallet truck 08,0.022187,0.311042,0.000000,0.666771
23.02.14 - 2,Cart 16,0.126354,0.873542,0.000000,0.000104
23.02.14 - 2,Cart 05,0.062986,0.936910,0.000000,0.000104
23.02.14 - 2,Cart 09,0.147674,0.852222,0.000000,0.000104
23.02.14 - 2,Cart 15,0.002708,0.134410,0.000000,0.862882
23.02.14 - 2,Forklift 01,0.352326,0.647569,0.000000,0.000104
23.02.14 - 2,Cart 04,0.064410,0.047535,0.000000,0.888056
23.02.14 - 2,Cart 12,0.052639,0.947257,0.000000,0.000104
23.02.14 - 2,Forklift 17,0.136319,0.862812,0.000764,0.000104
23.02.14 - 2,Pallet truck 07,0.006181,0.993715,0.000000,0.000104
23.02.14 - 2,Cart 10,0.015139,0.759132,0.000000,0.225729
23.02.14 - 2,Pallet truck 03,0.070938,0.928958,0.000000,0.000104
23.02.14 - 2,Forklift 06,0.118715,0.881181,0.000000,0.000104
23.02.14 - 2,Pallet truck 02,0.257222,0.740625,0.002049,0.000104
23.02.14 - 2,Pallet truck 11,0.107847,0.892049,0.000000,0.000104
23.02.14 - 2,Pallet truck 14,0.000000,0.001285,0.998611,0.000104
23.02.14 - 2,Cart 13,0.049931,0.949965,0.000000,0.000104
23.02.14 - 2,Pallet truck 08,0.014271,0.769757,0.000000,0.215972
23.02.14 - 3,Cart 16,0.105799,0.894097,0.000000,0.000104
23.02.14 - 3,Cart 05,0.115694,0.884201,0.000000,0.000104
23.02.14 - 3,Cart 09,0.023160,0.976736,0.000000,0.000104
23.02.14 - 3,Forklift 01,0.121910,0.877986,0.000000,0.000104
23.02.14 - 3,Cart 12,0.030625,0.722222,0.000000,0.247153
23.02.14 - 3,Forklift 17,0.330625,0.668854,0.000417,0.000104
23.02.14 - 3,Pallet truck 07,0.000000,0.999896,0.000000,0.000104
23.02.14 - 3,Pallet truck 03,0.074167,0.925729,0.000000,0.000104
23.02.14 - 3,Forklift 06,0.051944,0.416910,0.000000,0.531146
23.02.14 - 3,Pallet truck 02,0.132188,0.521424,0.002257,0.344132
23.02.14 - 3,Pallet truck 11,0.124097,0.834583,0.000000,0.041319
23.02.14 - 3,Pallet truck 14,0.000000,0.000833,0.708576,0.290590
23.02.14 - 3,Cart 13,0.176910,0.603611,0.000000,0.219479
23.02.15 - 1,Cart 16,0.143889,0.856007,0.000000,0.000104
23.02.15 - 1,Cart 05,0.099271,0.900625,0.000000,0.000104
23.02.15 - 1,Cart 09,0.076146,0.923750,0.000000,0.000104
23.02.15 - 1,Forklift 01,0.134583,0.865313,0.000000,0.000104
23.02.15 - 1,Forklift 17,0.287083,0.710069,0.002743,0.000104
23.02.15 - 1,Pallet truck 07,0.000000,0.999896,0.000000,0.000104
23.02.15 - 1,Pallet truck 03,0.080764,0.919132,0.000000,0.000104
23.02.15 - 2,Cart 16,0.118576,0.881007,0.000000,0.000417
23.02.15 - 2,Cart 05,0.070903,0.890139,0.000000,0.038958
23.02.15 - 2,Cart 09,0.184375,0.815521,0.000000,0.000104
23.02.15 - 2,Cart 15,0.029167,0.379861,0.000000,0.590972
23.02.15 - 2,Forklift 01,0.057118,0.555937,0.000000,0.386944
23.02.15 - 2,Cart 04,0.262153,0.303368,0.000451,0.434028
23.02.15 - 2,Cart 12,0.038472,0.076771,0.000000,0.884757
23.02.15 - 2,Forklift 17,0.073576,0.387292,0.002396,0.536736
23.02.15 - 2,Pallet truck 07,0.024479,0.975069,0.000000,0.000451
23.02.15 - 2,Cart 10,0.125104,0.562951,0.000000,0.311944
23.02.15 - 2,Pallet truck 03,0.056944,0.942535,0.000000,0.000521
23.02.15 - 2,Forklift 06,0.000000,0.649062,0.000000,0.350938
23.02.15 - 2,Pallet truck 02,0.226181,0.349687,0.000625,0.423507
23.02.15 - 2,Pallet truck 11,0.008194,0.041458,0.000000,0.950347
23.02.15 - 2,Pallet truck 14,0.016597,0.569861,0.000000,0.413542
23.02.15 - 2,Cart 13,0.008368,0.078715,0.017083,0.895833
23.02.15 - 2,Pallet truck 08,0.002153,0.662465,0.000000,0.335382
23.02.15 - 3,Cart 16,0.004410,0.995486,0.000000,0.000104
23.02.15 - 3,Cart 05,0.019062,0.980833,0.000000,0.000104
23.02.15 - 3,Cart 09,0.079236,0.862153,0.000000,0.058611
23.02.15 - 3,Cart 15,0.005139,0.994757,0.000000,0.000104
23.02.15 - 3,Forklift 01,0.043646,0.526528,0.000000,0.429826
23.02.15 - 3,Cart 04,0.336181,0.663576,0.000139,0.000104
23.02.15 - 3,Cart 12,0.063264,0.180347,0.000000,0.756389
23.02.15 - 3,Forklift 17,0.012812,0.018194,0.000000,0.968993
23.02.15 - 3,Pallet truck 07,0.259896,0.738958,0.001042,0.000104
23.02.15 - 3,Cart 10,0.176736,0.820486,0.000000,0.002778
23.02.15 - 3,Pallet truck 03,0.062674,0.936597,0.000000,0.000729
23.02.15 - 3,Forklift 06,0.001250,0.998646,0.000000,0.000104
23.02.15 - 3,Pallet truck 02,0.325729,0.666111,0.008056,0.000104
23.02.15 - 3,Pallet truck 11,0.013750,0.056354,0.000868,0.929028
23.02.15 - 3,Pallet truck 14,0.029653,0.970243,0.000000,0.000104
23.02.15 - 3,Cart 13,0.002118,0.077951,0.000000,0.919931
23.02.15 - 3,Pallet truck 08,0.008715,0.991181,0.000000,0.000104
23.02.16 - 1,Cart 16,0.091632,0.908264,0.000000,0.000104
23.02.16 - 1,Cart 05,0.076181,0.923715,0.000000,0.000104
23.02.16 - 1,Cart 09,0.071354,0.644028,0.000000,0.284618
23.02.16 - 1,Cart 15,0.165868,0.834028,0.000000,0.000104
23.02.16 - 1,Forklift 01,0.177535,0.750799,0.000000,0.071667
23.02.16 - 1,Cart 04,0.283194,0.629514,0.007188,0.080104
23.02.16 - 1,Cart 12,0.206285,0.793611,0.000000,0.000104
23.02.16 - 1,Forklift 17,0.312951,0.684583,0.002361,0.000104
23.02.16 - 1,Pallet truck 07,0.089028,0.910868,0.000000,0.000104
23.02.16 - 1,Cart 10,0.152118,0.844132,0.000000,0.003750
23.02.16 - 1,Pallet truck 03,0.086875,0.913021,0.000000,0.000104
23.02.16 - 1,Forklift 06,0.004479,0.808125,0.000000,0.187396
23.02.16 - 1,Pallet truck 02,0.251597,0.744444,0.003854,0.000104
23.02.16 - 1,Pallet truck 11,0.207882,0.787326,0.000000,0.004792
23.02.16 - 1,Pallet truck 14,0.174375,0.825521,0.000000,0.000104
23.02.16 - 1,Cart 13,0.079792,0.920104,0.000000,0.000104
23.02.16 - 1,Pallet truck 08,0.030139,0.901458,0.000000,0.068403
23.02.16 - 2,Cart 16,0.086285,0.581736,0.000000,0.331979
23.02.16 - 2,Cart 05,0.084410,0.912257,0.000000,0.003333
23.02.16 - 2,Cart 09,0.060868,0.529653,0.021319,0.388160
23.02.16 - 2,Cart 15,0.301528,0.695937,0.000000,0.002535
23.02.16 - 2,Forklift 01,0.274896,0.722569,0.000000,0.002535
23.02.16 - 2,Cart 04,0.143368,0.856042,0.000486,0.000104
23.02.16 - 2,Cart 12,0.111979,0.768403,0.000000,0.119618
23.02.16 - 2,Forklift 17,0.168021,0.827187,0.001736,0.003056
23.02.16 - 2,Pallet truck 07,0.173958,0.823646,0.000000,0.002396
23.02.16 - 2,Cart 10,0.231424,0.646319,0.036389,0.085868
23.02.16 - 2,Pallet truck 03,0.091424,0.904618,0.000000,0.003958
23.02.16 - 2,Forklift 06,0.023021,0.822778,0.000000,0.154201
23.02.16 - 2,Pallet truck 02,0.224514,0.772222,0.000000,0.003264
23.02.16 - 2,Pallet truck 11,0.054792,0.786458,0.000000,0.158750
23.02.16 - 2,Pallet truck 14,0.150938,0.757708,0.000000,0.091354
23.02.16 - 2,Cart 13,0.188576,0.810590,0.000000,0.000833
23.02.16 - 2,Pallet truck 08,0.000000,0.780278,0.000000,0.219722
23.02.16 - 3,Cart 16,0.219479,0.759444,0.000000,0.021076
23.02.16 - 3,Cart 05,0.056597,0.469062,0.000000,0.474340
23.02.16 - 3,Cart 09,0.001528,0.046285,0.952083,0.000104
23.02.16 - 3,Cart 15,0.023333,0.601840,0.000000,0.374826
23.02.16 - 3,Forklift 01,0.074410,0.581215,0.000000,0.344375
23.02.16 - 3,Cart 04,0.030139,0.190035,0.686875,0.092951
23.02.16 - 3,Cart 12,0.018229,0.981667,0.000000,0.000104
23.02.16 - 3,Forklift 17,0.318854,0.645069,0.022500,0.013576
23.02.16 - 3,Pallet truck 07,0.000069,0.152743,0.703785,0.143403
23.02.16 - 3,Cart 10,0.000000,0.001840,0.998056,0.000104
23.02.16 - 3,Pallet truck 03,0.075313,0.711944,0.000000,0.212743
23.02.16 - 3,Forklift 06,0.001667,0.998229,0.000000,0.000104
23.02.16 - 3,Pallet truck 02,0.106007,0.583438,0.000000,0.310556
23.02.16 - 3,Pallet truck 11,0.048229,0.951667,0.000000,0.000104
23.02.16 - 3,Pallet truck 14,0.168056,0.831840,0.000000,0.000104
23.02.16 - 3,Cart 13,0.193993,0.582674,0.000000,0.223333
23.02.16 - 3,Pallet truck 08,0.057743,0.863472,0.000000,0.078785
23.02.17 - 1,Cart 16,0.176736,0.823160,0.000000,0.000104
23.02.17 - 1,Cart 05,0.000000,0.004931,0.944653,0.050417
23.02.17 - 1,Cart 09,0.000000,0.018993,0.957569,0.023438
23.02.17 - 1,Cart 15,0.000000,0.001007,0.967812,0.031181
23.02.17 - 1,Forklift 01,0.053021,0.890521,0.000000,0.056458
23.02.17 - 1,Cart 04,0.000000,0.006250,0.993646,0.000104
23.02.17 - 1,Cart 12,0.197917,0.801979,0.000000,0.000104
23.02.17 - 1,Forklift 17,0.312222,0.658056,0.029618,0.000104
23.02.17 - 1,Pallet truck 07,0.000000,0.001458,0.998437,0.000104
23.02.17 - 1,Cart 10,0.000000,0.000521,0.999375,0.000104
23.02.17 - 1,Pallet truck 03,0.139306,0.817257,0.000313,0.043125
23.02.17 - 1,Forklift 06,0.001632,0.969236,0.000000,0.029132
23.02.17 - 1,Pallet truck 02,0.317222,0.616493,0.002396,0.063889
23.02.17 - 1,Pallet truck 11,0.074201,0.760903,0.000000,0.164896
23.02.17 - 1,Pallet truck 14,0.121701,0.878194,0.000000,0.000104
23.02.17 - 1,Cart 13,0.000000,0.000243,0.952743,0.047014
23.02.17 - 1,Pallet truck 08,0.022986,0.976910,0.000000,0.000104
23.02.17 - 2,Cart 16,0.102257,0.897639,0.000000,0.000104
23.02.17 - 2,Cart 05,0.000972,0.003229,0.995694,0.000104
23.02.17 - 2,Cart 09,0.175764,0.649410,0.000000,0.174826
23.02.17 - 2,Cart 15,0.014340,0.457188,0.441285,0.087188
23.02.17 - 2,Forklift 01,0.110347,0.889549,0.000000,0.000104
23.02.17 - 2,Cart 04,0.053229,0.431840,0.157188,0.357743
23.02.17 - 2,Cart 12,0.238299,0.761597,0.000000,0.000104
23.02.17 - 2,Forklift 17,0.065868,0.907396,0.026597,0.000139
23.02.17 - 2,Pallet truck 07,0.057986,0.418924,0.236840,0.286250
23.02.17 - 2,Cart 10,0.000000,0.000000,0.999896,0.000104
23.02.17 - 2,Pallet truck 03,0.049792,0.950104,0.000000,0.000104
23.02.17 - 2,Forklift 06,0.000174,0.835278,0.000000,0.164549
23.02.17 - 2,Pallet truck 02,0.179688,0.820035,0.000174,0.000104
23.02.17 - 2,Pallet truck 11,0.074063,0.835590,0.000000,0.090347
23.02.17 - 2,Pallet truck 14,0.121181,0.878715,0.000000,0.000104
23.02.17 - 2,Cart 13,0.002188,0.198021,0.693090,0.106701
23.02.17 - 2,Pallet truck 08,0.005799,0.994097,0.000000,0.000104
23.02.17 - 3,Cart 16,0.096944,0.902951,0.000000,0.000104
23.02.17 - 3,Cart 05,0.000000,0.000694,0.340451,0.658854
23.02.17 - 3,Cart 09,0.110243,0.889653,0.000000,0.000104
23.02.17 - 3,Cart 15,0.032535,0.967361,0.000000,0.000104
23.02.17 - 3,Forklift 01,0.009375,0.990521,0.000000,0.000104
23.02.17 - 3,Cart 04,0.050382,0.949479,0.000000,0.000139
23.02.17 - 3,Cart 12,0.258993,0.740903,0.000000,0.000104
23.02.17 - 3,Forklift 17,0.058646,0.401840,0.003611,0.535903
23.02.17 - 3,Pallet truck 07,0.191493,0.808403,0.000000,0.000104
23.02.17 - 3,Cart 10,0.000000,0.000000,0.209063,0.790937
23.02.17 - 3,Pallet truck 03,0.054375,0.945521,0.000000,0.000104
23.02.17 - 3,Forklift 06,0.000000,0.999896,0.000000,0.000104
23.02.17 - 3,Pallet truck 02,0.195972,0.803160,0.000764,0.000104
23.02.17 - 3,Pallet truck 11,0.053264,0.946632,0.000000,0.000104
23.02.17 - 3,Pallet truck 14,0.083924,0.915972,0.000000,0.000104
23.02.17 - 3,Cart 13,0.010833,0.989062,0.000000,0.000104
23.02.17 - 3,Pallet truck 08,0.000000,0.999896,0.000000,0.000104
23.02.18 - 1,Cart 16,0.132674,0.867222,0.000000,0.000104
23.02.18 - 1,Cart 05,0.015382,0.713194,0.000000,0.271424
23.02.18 - 1,Cart 09,0.043993,0.955903,0.000000,0.000104
23.02.18 - 1,Cart 15,0.096944,0.902951,0.000000,0.000104
23.02.18 - 1,Forklift 01,0.007812,0.913854,0.000000,0.078333
23.02.18 - 1,Cart 04,0.134410,0.781458,0.000000,0.084132
23.02.18 - 1,Cart 12,0.287535,0.712361,0.000000,0.000104
23.02.18 - 1,Forklift 17,0.123819,0.579965,0.000000,0.296215
23.02.18 - 1,Pallet truck 07,0.153160,0.723056,0.000000,0.123785
23.02.18 - 1,Cart 10,0.036285,0.754896,0.000000,0.208819
23.02.18 - 1,Pallet truck 03,0.017917,0.981979,0.000000,0.000104
23.02.18 - 1,Forklift 06,0.001250,0.893924,0.000000,0.104826
23.02.18 - 1,Pallet truck 02,0.118160,0.880486,0.001250,0.000104
23.02.18 - 1,Pallet truck 11,0.259792,0.740104,0.000000,0.000104
23.02.18 - 1,Pallet truck 14,0.085903,0.913993,0.000000,0.000104
23.02.18 - 1,Cart 13,0.043472,0.956424,0.000000,0.000104
23.02.18 - 1,Pallet truck 08,0.000799,0.838299,0.000000,0.160903
23.02.18 - 2,Cart 16,0.245000,0.753854,0.000000,0.001146
23.02.18 - 2,Cart 05,0.035625,0.963993,0.000000,0.000382
23.02.18 - 2,Cart 09,0.033368,0.762674,0.000000,0.203958
23.02.18 - 2,Cart 15,0.001736,0.997812,0.000000,0.000451
23.02.18 - 2,Forklift 01,0.053160,0.946424,0.000000,0.000417
23.02.18 - 2,Cart 04,0.191076,0.808403,0.000000,0.000521
23.02.18 - 2,Cart 12,0.223472,0.775868,0.000139,0.000521
23.02.18 - 2,Forklift 17,0.200174,0.795347,0.004375,0.000104
23.02.18 - 2,Pallet truck 07,0.216319,0.783090,0.000000,0.000590
23.02.18 - 2,Cart 10,0.016806,0.982847,0.000000,0.000347
23.02.18 - 2,Pallet truck 03,0.051458,0.948090,0.000000,0.000451
23.02.18 - 2,Forklift 06,0.000764,0.998611,0.000000,0.000625
23.02.18 - 2,Pallet truck 02,0.146701,0.851910,0.000208,0.001181
23.02.18 - 2,Pallet truck 11,0.209410,0.790104,0.000000,0.000486
23.02.18 - 2,Pallet truck 14,0.013160,0.799792,0.000000,0.187049
23.02.18 - 2,Cart 13,0.058889,0.940694,0.000000,0.000417
23.02.18 - 2,Pallet truck 08,0.000174,0.999132,0.000000,0.000694
23.02.18 - 3,Cart 16,0.204722,0.795174,0.000000,0.000104
23.02.18 - 3,Cart 05,0.019722,0.854896,0.000000,0.125382
23.02.18 - 3,Cart 09,0.022951,0.976944,0.000000,0.000104
23.02.18 - 3,Cart 15,0.002083,0.997118,0.000000,0.000799
23.02.18 - 3,Forklift 01,0.039931,0.959965,0.000000,0.000104
23.02.18 - 3,Cart 04,0.178681,0.478090,0.000000,0.343229
23.02.18 - 3,Cart 12,0.086806,0.913090,0.000000,0.000104
23.02.18 - 3,Forklift 17,0.056215,0.335799,0.002882,0.605104
23.02.18 - 3,Pallet truck 07,0.101111,0.477569,0.000000,0.421319
23.02.18 - 3,Cart 10,0.002188,0.997708,0.000000,0.000104
23.02.18 - 3,Pallet truck 03,0.037257,0.810382,0.000000,0.152361
23.02.18 - 3,Forklift 06,0.000000,0.999896,0.000000,0.000104
23.02.18 - 3,Pallet truck 02,0.158542,0.840417,0.000937,0.000104
23.02.18 - 3,Pallet truck 11,0.222292,0.777604,0.000000,0.000104
23.02.18 - 3,Pallet truck 14,0.065625,0.759097,0.000000,0.175278
23.02.18 - 3,Cart 13,0.050903,0.948993,0.000000,0.000104
23.02.18 - 3,Pallet truck 08,0.008646,0.991250,0.000000,0.000104
23.02.19 - 1,Cart 16,0.031076,0.364444,0.000000,0.604479
23.02.19 - 1,Cart 05,0.025313,0.381181,0.000000,0.593507
23.02.19 - 1,Cart 09,0.004167,0.354028,0.000000,0.641806
